,CampusKey,SiteKey,Timestamp,SolarGeneration,time
696683,3,12,2020-01-03 06:15:00,0.0,06:15:00
696684,3,12,2020-01-03 06:30:00,0.0,06:30:00
696685,3,12,2020-01-03 06:45:00,0.2187000000267289,06:45:00
696686,3,12,2020-01-03 07:00:00,0.343799999973271,07:00:00
696687,3,12,2020-01-03 07:15:00,0.5625,07:15:00
696688,3,12,2020-01-03 07:30:00,0.968700000026729,07:30:00
696689,3,12,2020-01-03 07:45:00,1.625,07:45:00
696690,3,12,2020-01-03 08:00:00,2.4375,08:00:00
696691,3,12,2020-01-03 08:15:00,3.5625,08:15:00
696692,3,12,2020-01-03 08:30:00,4.75,08:30:00
696693,3,12,2020-01-03 08:45:00,5.9375,08:45:00
696694,3,12,2020-01-03 09:00:00,7.1875,09:00:00
696695,3,12,2020-01-03 09:15:00,8.468799999973271,09:15:00
696696,3,12,2020-01-03 09:30:00,9.343700000026727,09:30:00
696697,3,12,2020-01-03 09:45:00,10.0,09:45:00
696698,3,12,2020-01-03 10:00:00,11.0,10:00:00
696699,3,12,2020-01-03 10:15:00,11.875,10:15:00
696700,3,12,2020-01-03 10:30:00,12.5625,10:30:00
696701,3,12,2020-01-03 10:45:00,13.1875,10:45:00
696702,3,12,2020-01-03 11:00:00,13.656299999973273,11:00:00
696703,3,12,2020-01-03 11:15:00,14.031200000026727,11:15:00
696704,3,12,2020-01-03 11:30:00,14.593799999973273,11:30:00
696705,3,12,2020-01-03 11:45:00,15.093700000026727,11:45:00
696706,3,12,2020-01-03 12:00:00,15.468799999973273,12:00:00
696707,3,12,2020-01-03 12:15:00,15.8125,12:15:00
696708,3,12,2020-01-03 12:30:00,16.1875,12:30:00
696709,3,12,2020-01-03 12:45:00,16.75,12:45:00
696710,3,12,2020-01-03 13:00:00,16.906200000026733,13:00:00
696711,3,12,2020-01-03 13:15:00,17.1875,13:15:00
696712,3,12,2020-01-03 13:30:00,17.093799999973267,13:30:00
696713,3,12,2020-01-03 13:45:00,16.656200000026733,13:45:00
696714,3,12,2020-01-03 14:00:00,13.0,14:00:00
696715,3,12,2020-01-03 14:15:00,16.718799999973267,14:15:00
696716,3,12,2020-01-03 14:30:00,16.25,14:30:00
696717,3,12,2020-01-03 14:45:00,14.718700000026727,14:45:00
696718,3,12,2020-01-03 15:00:00,15.1875,15:00:00
696719,3,12,2020-01-03 15:15:00,14.906299999973273,15:15:00
696720,3,12,2020-01-03 15:30:00,14.8125,15:30:00
696721,3,12,2020-01-03 15:45:00,13.906200000026727,15:45:00
696722,3,12,2020-01-03 16:00:00,13.8125,16:00:00
696723,3,12,2020-01-03 16:15:00,13.281299999973273,16:15:00
696724,3,12,2020-01-03 16:30:00,12.343700000026727,16:30:00
696725,3,12,2020-01-03 16:45:00,11.656299999973273,16:45:00
696726,3,12,2020-01-03 17:00:00,10.843700000026727,17:00:00
696727,3,12,2020-01-03 17:15:00,9.9375,17:15:00
696728,3,12,2020-01-03 17:30:00,8.9375,17:30:00
696729,3,12,2020-01-03 17:45:00,7.968799999973271,17:45:00
696730,3,12,2020-01-03 18:00:00,7.1875,18:00:00
696731,3,12,2020-01-03 18:15:00,6.031200000026729,18:15:00
696732,3,12,2020-01-03 18:30:00,5.125,18:30:00
696733,3,12,2020-01-03 18:45:00,4.0,18:45:00
696734,3,12,2020-01-03 19:00:00,2.9062999999732715,19:00:00
696735,3,12,2020-01-03 19:15:00,1.9375,19:15:00
696736,3,12,2020-01-03 19:30:00,1.218700000026729,19:30:00
696737,3,12,2020-01-03 19:45:00,0.75,19:45:00
696738,3,12,2020-01-03 20:00:00,0.5312999999732709,20:00:00
696739,3,12,2020-01-03 20:15:00,0.375,20:15:00
696740,3,12,2020-01-03 20:30:00,0.1875,20:30:00
696741,3,12,2020-01-03 20:45:00,0.0,20:45:00
696742,3,12,2020-01-03 21:00:00,0.0,21:00:00
696743,3,12,2020-01-03 21:15:00,0.0,21:15:00
696744,3,12,2020-01-03 21:30:00,0.0,21:30:00
696745,3,12,2020-01-03 21:45:00,0.0,21:45:00
696746,3,12,2020-01-03 22:00:00,0.0,22:00:00
696747,3,12,2020-01-03 22:15:00,0.0,22:15:00
696748,3,12,2020-01-03 22:30:00,0.0,22:30:00
696749,3,12,2020-01-03 22:45:00,0.0,22:45:00
696750,3,12,2020-01-03 23:00:00,0.0,23:00:00
696751,3,12,2020-01-03 23:15:00,0.0,23:15:00
696752,3,12,2020-01-03 23:30:00,0.0,23:30:00
696753,3,12,2020-01-03 23:45:00,0.0,23:45:00
696754,3,12,2020-01-04 00:00:00,0.0,00:00:00
696755,3,12,2020-01-04 00:15:00,0.0,00:15:00
696756,3,12,2020-01-04 00:30:00,0.0,00:30:00
696757,3,12,2020-01-04 00:45:00,0.0,00:45:00
696758,3,12,2020-01-04 01:00:00,0.0,01:00:00
696759,3,12,2020-01-04 01:15:00,0.0,01:15:00
696760,3,12,2020-01-04 01:30:00,0.0,01:30:00
696761,3,12,2020-01-04 01:45:00,0.0,01:45:00
696762,3,12,2020-01-04 02:00:00,0.0,02:00:00
696763,3,12,2020-01-04 02:15:00,0.0,02:15:00
696764,3,12,2020-01-04 02:30:00,0.0,02:30:00
696765,3,12,2020-01-04 02:45:00,0.0,02:45:00
696766,3,12,2020-01-04 03:00:00,0.0,03:00:00
696767,3,12,2020-01-04 03:15:00,0.0,03:15:00
696768,3,12,2020-01-04 03:30:00,0.0,03:30:00
696769,3,12,2020-01-04 03:45:00,0.0,03:45:00
696770,3,12,2020-01-04 04:00:00,0.0,04:00:00
696771,3,12,2020-01-04 04:15:00,0.0,04:15:00
696772,3,12,2020-01-04 04:30:00,0.0,04:30:00
696773,3,12,2020-01-04 04:45:00,0.0,04:45:00
696774,3,12,2020-01-04 05:00:00,0.0,05:00:00
696775,3,12,2020-01-04 05:15:00,0.0,05:15:00
696776,3,12,2020-01-04 05:30:00,0.0,05:30:00
696777,3,12,2020-01-04 05:45:00,0.0,05:45:00
696778,3,12,2020-01-04 06:00:00,0.0,06:00:00
696779,3,12,2020-01-04 06:15:00,0.0,06:15:00
696780,3,12,2020-01-04 06:30:00,0.125,06:30:00
696781,3,12,2020-01-04 06:45:00,0.3437000000267289,06:45:00
696782,3,12,2020-01-04 07:00:00,0.5937999999732709,07:00:00
696783,3,12,2020-01-04 07:15:00,0.906200000026729,07:15:00
696784,3,12,2020-01-04 07:30:00,1.25,07:30:00
696785,3,12,2020-01-04 07:45:00,1.6562999999732708,07:45:00
696786,3,12,2020-01-04 08:00:00,2.281200000026729,08:00:00
